label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.6116321682929993,0.9723670482635498,-1.962371669606e-07,0.5616312026977539,0.9523767232894897,-0.008747845888137817,0.5154104828834534,0.8923823833465576,-0.010432916693389416,0.49732154607772827,0.8354295492172241,-0.013595105148851871,0.5017467141151428,0.7921982407569885,-0.017940638586878777,0.542289674282074,0.8223839402198792,0.001001337543129921,0.5263031721115112,0.7744951248168945,-0.011697693727910519,0.5069506168365479,0.7446027398109436,-0.02121456153690815,0.49598240852355957,0.718390166759491,-0.028260236606001854,0.5801779627799988,0.8157509565353394,-0.004690136760473251,0.5549819469451904,0.775600254535675,-0.03124861977994442,0.5463353395462036,0.8340966701507568,-0.03753434866666794,0.5549169182777405,0.8850849270820618,-0.032241493463516235,0.6191835403442383,0.8217820525169373,-0.012270881794393063,0.592234194278717,0.7909731864929199,-0.03959507867693901,0.5846924781799316,0.8507559895515442,-0.03225671127438545,0.5925637483596802,0.8949896097183228,-0.017523648217320442,0.6592418551445007,0.8365093469619751,-0.02013450488448143,0.630151093006134,0.8058021068572998,-0.038971513509750366,0.6187265515327454,0.8513764142990112,-0.03021666593849659,0.6236469745635986,0.8877982497215271,-0.01749279350042343
A,0.6073707938194275,0.9285183548927307,-4.505326955950295e-07,0.5466793775558472,0.8792174458503723,-0.0008795855683274567,0.5061468482017517,0.8117214441299438,0.000898650789167732,0.4901914596557617,0.7528014779090881,-0.0007333289831876755,0.49100279808044434,0.70997154712677,-0.0002913713688030839,0.5421304702758789,0.7481203675270081,0.0143509516492486,0.5234236717224121,0.7127788662910461,0.0003788481990341097,0.5241167545318604,0.7638411521911621,-0.007722910959273577,0.5314468145370483,0.7980205416679382,-0.009932559914886951,0.5802489519119263,0.7467962503433228,0.00827042292803526,0.5562672019004822,0.7106501460075378,-0.007792023476213217,0.5544559955596924,0.7690085172653198,-0.01228693500161171,0.5645048022270203,0.8087151050567627,-0.009188525378704071,0.6199074387550354,0.7512638568878174,-0.00023319835599977523,0.5944308042526245,0.7188419103622437,-0.015050707384943962,0.58924800157547,0.7736657857894897,-0.00738145736977458,0.5952087044715881,0.8130629658699036,0.00352996913716197,0.6604101657867432,0.7649327516555786,-0.00893634743988514,0.6375790238380432,0.7271112203598022,-0.016432058066129684,0.6249926090240479,0.7697219848632812,-0.0059160771779716015,0.6261247396469116,0.8060078620910645,0.006097312085330486
A,0.60044264793396,0.8815773129463196,-3.7331591329348157e-07,0.533612847328186,0.8216554522514343,0.0003327913873363286,0.4913206398487091,0.7528358697891235,0.0030247322283685207,0.4768022894859314,0.6899968385696411,0.0012381445849314332,0.48195332288742065,0.6422942876815796,0.0019183068070560694,0.5271197557449341,0.6939642429351807,0.02553662657737732,0.509000301361084,0.6475037336349487,0.011141893453896046,0.5074691772460938,0.6953207850456238,0.0008568729390390217,0.514917254447937,0.7246997356414795,-0.0031719717662781477,0.5634865164756775,0.6906113624572754,0.018145065754652023,0.5420899391174316,0.6418482065200806,0.0019000556785613298,0.5394926071166992,0.6989322900772095,-0.004685108549892902,0.5508323311805725,0.7330577373504639,-0.0026141090784221888,0.6030333042144775,0.6931537389755249,0.0074773202650249004,0.5797829627990723,0.6482172012329102,-0.00701848603785038,0.5742300748825073,0.704194188117981,0.000921687635127455,0.581475555896759,0.7392565011978149,0.012304120697081089,0.644019603729248,0.7067469358444214,-0.003717769170179963,0.622492790222168,0.6604527235031128,-0.010081513784825802,0.6103094220161438,0.704440712928772,0.00209366949275136,0.6128796935081482,0.7401294708251953,0.015455828979611397
A,0.58658766746521,0.8294976949691772,-4.202366881145281e-07,0.5165903568267822,0.7652673721313477,-0.0024176049046218395,0.47391316294670105,0.6908561587333679,-0.0002973241498693824,0.4578467011451721,0.6227342486381531,-0.0034477144945412874,0.4617752134799957,0.5703525543212891,-0.003030351595953107,0.5117761492729187,0.6298724412918091,0.03068062663078308,0.490412175655365,0.5814191102981567,0.009858215227723122,0.49585381150245667,0.6377701759338379,-0.0030247957911342382,0.5064217448234558,0.6624370217323303,-0.007601275574415922,0.5485650300979614,0.62705397605896,0.02358257956802845,0.5271428227424622,0.5783444046974182,0.0024465664755553007,0.5303660035133362,0.6466439962387085,-0.003020612755790353,0.5417815446853638,0.6690675616264343,0.0011059120297431946,0.5885975360870361,0.6317444443702698,0.011395878158509731,0.5677146315574646,0.5843300819396973,-0.008144781924784184,0.5655397772789001,0.6514073610305786,0.004346689209342003,0.5743666291236877,0.6762904524803162,0.02048400416970253,0.6310286521911621,0.6464411616325378,-0.001864069141447544,0.6090262532234192,0.6000492572784424,-0.007961277849972248,0.6002859473228455,0.648942232131958,0.007961166091263294,0.6067289113998413,0.674430251121521,0.02436678111553192
A,0.5829355716705322,0.7726979851722717,-4.726506688257359e-07,0.5057252049446106,0.7290608286857605,-0.016930503770709038,0.4539109766483307,0.6546873450279236,-0.01965383067727089,0.44059106707572937,0.5702741146087646,-0.024341173470020294,0.45590928196907043,0.5115139484405518,-0.02233791910111904,0.49410974979400635,0.5810194611549377,0.02156570553779602,0.4783751666545868,0.5295279622077942,-0.004973571747541428,0.48552554845809937,0.5966737270355225,-0.017758531495928764,0.49265044927597046,0.6077507138252258,-0.02296144887804985,0.5368536710739136,0.5768703818321228,0.019442226737737656,0.518728494644165,0.5281239151954651,-0.007284043822437525,0.5219100713729858,0.6060789823532104,-0.008912903256714344,0.530261218547821,0.6091421246528625,-0.0022748426999896765,0.5787810683250427,0.5805332064628601,0.009563364088535309,0.5619331002235413,0.5307683944702148,-0.017533019185066223,0.5606415271759033,0.6070204973220825,-0.00011537037062225863,0.56953364610672,0.6169841289520264,0.019800610840320587,0.6226221919059753,0.5907792448997498,-0.002902040258049965,0.6033595204353333,0.5538501739501953,-0.01284801959991455,0.5973454713821411,0.6076671481132507,0.003532476257532835,0.605148434638977,0.6221622228622437,0.019955411553382874
A,0.5768350958824158,0.726468563079834,-5.475581588143541e-07,0.5042901039123535,0.6876198649406433,-0.016344862058758736,0.4500112533569336,0.6236135363578796,-0.020196905359625816,0.4306657016277313,0.5454497337341309,-0.02652207762002945,0.4466962516307831,0.4872457981109619,-0.026132876053452492,0.48974016308784485,0.5468239188194275,0.021073292940855026,0.4719673693180084,0.4962194561958313,-0.006535124033689499,0.4802889823913574,0.5658247470855713,-0.019026178866624832,0.489528626203537,0.5770010352134705,-0.023831812664866447,0.5312557816505432,0.5408146977424622,0.018266046419739723,0.5129804611206055,0.4934653639793396,-0.010675754398107529,0.5161217451095581,0.5738776326179504,-0.01293579675257206,0.5245170593261719,0.5769734382629395,-0.006265669129788876,0.5725288987159729,0.5418584942817688,0.00777825154364109,0.555728554725647,0.4917587637901306,-0.021198967471718788,0.5542169809341431,0.5696825981140137,-0.004753428976982832,0.5635247826576233,0.5790761113166809,0.015004226937890053,0.6171776652336121,0.5489808917045593,-0.005043845623731613,0.5963680744171143,0.5143713355064392,-0.015498057007789612,0.588789165019989,0.5695935487747192,9.951818356057629e-06,0.596611499786377,0.5829909443855286,0.01582920365035534
A,0.5724139213562012,0.6691082715988159,-5.037440473643073e-07,0.49719128012657166,0.6335283517837524,-0.015560328029096127,0.44466888904571533,0.5735956430435181,-0.018695419654250145,0.4259681701660156,0.4954509735107422,-0.024088535457849503,0.43722453713417053,0.43466776609420776,-0.022763999179005623,0.48270297050476074,0.48837241530418396,0.024738404899835587,0.46703189611434937,0.437713086605072,-0.002528897952288389,0.47269806265830994,0.5030568242073059,-0.01727721281349659,0.4800076484680176,0.5175413489341736,-0.023752547800540924,0.5214221477508545,0.48160696029663086,0.022328408434987068,0.5040534138679504,0.43306970596313477,-0.004445659462362528,0.5077770948410034,0.5125663876533508,-0.008468435145914555,0.5156258940696716,0.5176161527633667,-0.00363184604793787,0.5607028007507324,0.4804619550704956,0.012290917336940765,0.5449411869049072,0.4264563322067261,-0.01650913618505001,0.5441833138465881,0.5068926811218262,-0.0010251989588141441,0.5535088777542114,0.5211620330810547,0.018387064337730408,0.6048082709312439,0.48530787229537964,3.027668390132021e-05,0.5859307050704956,0.4435024559497833,-0.012514387257397175,0.5790122151374817,0.5014399290084839,0.002765350043773651,0.5863720178604126,0.5199837684631348,0.019380658864974976
A,0.571609377861023,0.648566484451294,-5.8932499769071e-07,0.4950436055660248,0.6235947608947754,-0.01694054715335369,0.43944987654685974,0.5647498369216919,-0.021634137257933617,0.421008437871933,0.4877092242240906,-0.02862134575843811,0.43189680576324463,0.42895421385765076,-0.02919119782745838,0.4772702157497406,0.47665879130363464,0.020060541108250618,0.4624212086200714,0.42375531792640686,-0.009806239046156406,0.4688623249530792,0.490876704454422,-0.024887723848223686,0.47583284974098206,0.5108985900878906,-0.0306614488363266,0.5163676142692566,0.46912726759910583,0.017136629670858383,0.49964508414268494,0.42005738615989685,-0.012714318931102753,0.5042239427566528,0.501795768737793,-0.01674715057015419,0.5115769505500793,0.5105487704277039,-0.010965156368911266,0.5560463070869446,0.46754246950149536,0.006467525847256184,0.5408327579498291,0.4135514795780182,-0.025157712399959564,0.5410662293434143,0.49563470482826233,-0.010535003617405891,0.5495786070823669,0.5124189257621765,0.008928684517741203,0.6005111932754517,0.47249835729599,-0.0064140139147639275,0.5826587677001953,0.4306347668170929,-0.02099766954779625,0.5764310956001282,0.49034035205841064,-0.006790366489440203,0.5833181142807007,0.5103091597557068,0.009178083389997482
A,0.5635512471199036,0.6349976062774658,-5.959639679531392e-07,0.48698219656944275,0.6135693192481995,-0.017238356173038483,0.43047547340393066,0.5546313524246216,-0.020915579050779343,0.41198572516441345,0.4771552085876465,-0.026463933289051056,0.4233713150024414,0.41887304186820984,-0.025373365730047226,0.4679289758205414,0.4652339518070221,0.019860925152897835,0.4533253312110901,0.41285037994384766,-0.008754159323871136,0.4607926607131958,0.4802872836589813,-0.022875159978866577,0.46650761365890503,0.4998592436313629,-0.028311312198638916,0.5071780681610107,0.4573001563549042,0.017328422516584396,0.49034762382507324,0.40840619802474976,-0.011763948015868664,0.4954429268836975,0.4901604950428009,-0.015858741477131844,0.501160204410553,0.49918675422668457,-0.01036530639976263,0.546212911605835,0.4552688002586365,0.007159779313951731,0.5311998724937439,0.40194547176361084,-0.02386137843132019,0.5320723056793213,0.4842497706413269,-0.009851748123764992,0.5395748019218445,0.5009716153144836,0.008913577534258366,0.589950442314148,0.4585309326648712,-0.005198339000344276,0.5726907849311829,0.4194833040237427,-0.019460977986454964,0.5676787495613098,0.479428768157959,-0.005685202777385712,0.5741715431213379,0.4982943534851074,0.009755636565387249
A,0.560448944568634,0.6327455043792725,-6.160088332762825e-07,0.4813682734966278,0.6089857220649719,-0.013824939727783203,0.4265814423561096,0.5503398776054382,-0.015979424118995667,0.4079296290874481,0.47233694791793823,-0.02103377878665924,0.4201280474662781,0.4138311445713043,-0.019422411918640137,0.46452590823173523,0.4646514356136322,0.02613876946270466,0.4477621912956238,0.410767138004303,-0.0031636576168239117,0.45569828152656555,0.47701969742774963,-0.01817346177995205,0.46413949131965637,0.49588680267333984,-0.023624612018465996,0.5035787224769592,0.4566958546638489,0.02235141582787037,0.4853982627391815,0.40619930624961853,-0.006885922513902187,0.49143901467323303,0.4872797429561615,-0.011476700194180012,0.5000250339508057,0.495887815952301,-0.005561541300266981,0.5427932143211365,0.4540118873119354,0.010843967087566853,0.5255367755889893,0.3995097875595093,-0.019709786400198936,0.5273628830909729,0.4814738631248474,-0.00549954641610384,0.5379414558410645,0.4977060854434967,0.014066807925701141,0.5878230333328247,0.45628684759140015,-0.002717146184295416,0.5679677724838257,0.4150415062904358,-0.015428676269948483,0.5629690289497375,0.4745553731918335,-0.0005781268118880689,0.5720962285995483,0.49334418773651123,0.015940582379698753
